a,b,c,d,label
1528.84,2211.01,961.37,1075.43,1
1527.13,2214.09,1034.47,1135.92,1
1523.35,2214.97,966.56,1056.73,1
1519.15,2204.5,931.69,1045.91,1
1523.04,2206.24,867.31,1005.07,1
1525.99,2205.07,956.84,1084.16,1
1526.63,2209.36,980.92,1096.63,1
1530.55,2210.82,880.56,1003.29,1
1541.11,2225.12,800.25,924.38,1
1538.6,2216.76,773.13,910.31,1
1540.59,2217.27,860.24,991.76,1
1546.41,2223.36,822.7,937.48,1
1546.24,2224.13,843.09,941.52,1
1540.03,2218.84,744.41,854.57,1
1536.7,2212.46,781.27,904.74,1
1529.02,2210.97,855.86,964.39,1
1527.82,2213.33,976.62,1075.4,1
1534.69,2219.41,951.29,1034.41,1
1529.38,2212.03,877.8,977.07,1
1526.24,2211.76,952.9,1056.08,1
1526.49,2209.52,998.23,1113.09,1
1529.96,2215.31,1065.47,1172.83,1
1530.64,2217.9,986.65,1081.3,1
1532.78,2213.62,949.83,1070.92,1
1524.27,2201.91,867.71,1006.13,1
1528.68,2212.19,950.62,1093.56,1
1529.62,2219.25,980.12,1106.68,1
1531.34,2220.56,885.97,1016.68,1
1524.12,2214.93,803,925.82,1
1530.38,2218.97,796.38,937.99,1
1524.61,2212.75,889.58,1031.17,1
1522.77,2216.93,853.1,984.2,1
1516.76,2214.49,866.6,982.09,1
1517.33,2216.12,781.33,895.25,1
1522.68,2225.9,817.83,944.47,1
1523.07,2226.48,886.87,998.4,1
1527.53,2233.92,977.59,1087.05,1
1534.97,2231.85,927.58,1008.34,1
1535.94,2234.18,871.77,982.05,1
1532.47,2229.06,943.68,1050.48,1
1536.86,2226.94,985.14,1096.63,1
1531.63,2225.84,1041.91,1145.65,1
1532.53,2230.7,989.41,1086.69,1
1525.58,2223,978.13,1095.57,1
1527.14,2223.19,907.57,1040.81,1
1528.33,2225.64,978.04,1110.81,1
1525.69,2226,883.44,944.41,1
1528.56,2223.81,864.06,992.84,1
1524.62,2209.15,1165.54,1237.33,1
1528.61,2239.82,612.18,664.65,1
1517.53,2196.06,1272.3,1347.33,1
1532.89,2229.18,927.5,988.98,1
1560.17,2293.18,308.24,391,1
1541.57,2245.69,705.74,756.36,1
1539.58,2245.14,610.31,678.81,1
1556.08,2247.02,422.23,475.48,1
1557.69,2269.05,531.85,648.43,1
1544.2,2232.85,935.38,1005.7,1
1561.51,2264.34,244.33,321.58,1
1538.23,2239.7,860.85,932.08,1
1501.55,2170.12,1564.16,1634.1,1
1533.13,2248.3,900.88,940.98,1
1520.04,2192.9,1239.36,1233.4,1
1506.61,2192.21,1281.19,1297.96,1
1537.14,2249.04,577.01,571.33,1
1530.17,2238.03,836.64,909.11,1
1517.09,2196.05,1253.16,1298.08,1
1544.25,2241.4,627.3,645.34,1
1559.51,2259.93,331.21,305.46,1
1523.08,2207.53,953.92,1010.45,1
1549.46,2249.71,360.77,341.67,1
1543.79,2239.53,676.13,756.79,1
1512.92,2201.76,1403.74,1456.14,1
1543.02,2256.99,783.33,825.7,1
1537.38,2247.74,822.25,830.52,1
1518.61,2202.72,1404.26,1428.79,1
1527.35,2210.99,1194.1,1151.77,1
1543.34,2248.07,958.96,870.19,1
1516.16,2183.76,1618.91,1635.29,1
1546.51,2250.89,949.67,942.22,1
1571.52,2272.42,489.69,377.74,1
1533.18,2255.61,1185.64,1171.23,1
1569.05,2305.52,632.95,611.55,1
1562.05,2300.6,599.38,606.9,1
1530.03,2220.65,1052.3,1205.58,1
1541.22,2235.91,915.35,1021.03,1
1566.39,2274.16,594.29,729.12,1
1529.88,2221.55,1358.83,1454.73,1
1527.84,2208.37,1518.95,1649.54,1
1564.43,2275.47,935.9,1013.28,1
1520.21,2206.82,1759.61,1886.72,1
1555.72,2270.69,1211.5,1331.08,1
1519.81,2197.46,1973.62,2206.49,1
1567.14,2271.09,1167.92,1318.84,1
1579.72,2278.55,863.81,906.8,1
1536.41,2234.54,1639.7,1744.3,1
1576.55,2287.23,864.97,972.37,1
1558.45,2268.78,1140.84,1142.26,1
1502.03,2186.53,1918.73,1831.81,1
1546.33,2242.3,1490.99,1306.46,1
1554.8,2226.51,1316.02,1268.19,1
1519.87,2192.64,2004.01,1957.88,1
1526.79,2195.71,1928.1,1890.17,1
1540.51,2225.64,1509.07,1499.66,1
1511.54,2184.09,2295.26,2311.65,1
1531.33,2257.18,1601.53,1564.3,1
1540.09,2261.4,1392.46,1311.94,1
1565.76,2303.2,1110.6,995.76,1
1546.78,2235.86,1447.16,1351.48,1
1549.49,2228.84,1519.49,1471.66,1
1566.59,2299.39,1032.01,904.08,1
1531.08,2231.53,1831.17,1766.81,1
1495.96,2174.15,2518.05,2437.6,1
1541.51,2228.05,1688.39,1606.39,1
1510.13,2209.36,2298.95,2197.16,1
1528.57,2233.42,2065.49,1962.02,1
1571.61,2293.83,1272.4,1126.63,1
1542.67,2275.04,1701.93,1568.8,1
1537.75,2262.32,1799.23,1636.17,1
1552.51,2289.46,1240.29,1137.96,1
1541.95,2288.23,1126.9,1048.65,1
1517.56,2239.29,1839.69,1791.83,1
1553.81,2332.49,1009.99,997.72,1
1537.96,2288.52,1551.45,1550.2,1
1506.38,2226.66,2226.73,2202.13,1
1533.26,2278.33,1596.78,1557.88,1
1529.74,2259.43,1896.94,1853.75,1
1526.68,2246,2079.24,2065.89,1
1525.1,2280.29,1773.36,1729.47,1
1519.39,2245.78,1862.34,1837.42,1
1527.06,2242.77,2163.65,2168.35,1
1522.55,2256.26,1996.76,1970.87,1
1522.04,2264.71,1990.86,1965.58,1
1517.03,2264.29,1961.78,1904.48,1
1525.85,2265.21,1868.03,1827.39,1
1531.34,2274.39,1926.1,1897.84,1
1528.17,2274.16,2009.8,2004.08,1
1531.49,2274.98,2021.24,2003.18,1
1526.08,2278.65,1889.71,1871.93,1
1526.1,2271.88,1922.86,1924.03,1
1528.22,2274.21,1885.05,1900.34,1
1526.11,2276.46,1953.31,1958.02,1
1529.65,2281.97,1939.66,1938.22,1
1520.28,2278.57,1856,1860.82,1
1527.92,2281.87,1725.98,1726.81,1
1531.97,2280.06,1755.36,1764.91,1
1539.09,2290.31,1723.85,1739.39,1
1542.06,2294.08,1664.93,1685.4,1
1537.84,2286.95,1702.37,1711.84,1
1540.96,2297.07,1749.52,1752.69,1
1537.22,2307.62,1843.56,1830.81,1
1542.27,2298.69,1755.62,1744.31,1
1538.55,2305.74,1735.22,1757.05,1
1533.79,2301.73,1839.72,1850.44,1
1524.83,2290.7,1887.92,1888.21,1
1518.17,2292.67,1922.82,1915.78,1
1509.05,2281.83,1837.75,1823.55,1
1502.59,2268.52,1841.87,1831.55,1
1503.38,2266.51,1795.9,1791.22,1
1507.94,2274.38,1900.91,1911.55,1
1511.21,2273.54,1858.35,1855.82,1
1507.6,2277.28,1780.15,1781.1,1
1506.88,2269.9,1704.65,1723.74,1
1509.01,2267.6,1709.73,1750.62,1
1510.44,2281.99,1788.11,1804.52,1
1512.99,2290.6,1742.16,1777.35,1
1512.92,2285.11,1724.45,1742.57,1
1510.5,2278.75,1645.86,1659.61,1
1503.07,2266.76,1735.07,1753.61,1
1496.12,2265.44,1752.17,1761.84,1
1495.01,2267.52,1812.46,1792.93,1
1495.45,2262.97,1764.75,1750.01,1
1498.61,2274,1705.82,1710.12,1
1498.67,2271,1785.28,1796.07,1
1498.23,2272.18,1872.75,1886.29,1
1496.18,2279.07,1916.73,1922.55,1
1498.34,2280.33,1805.38,1823,1
1498.02,2273.88,1844.74,1883.93,1
1502.49,2278.38,1840.7,1908.48,1
1501.85,2284.7,1897.81,1925.28,1
1498.94,2283.52,1904.59,1950.31,1
1494.62,2277.41,1806.28,1853.43,1
1489.37,2283.97,1556.33,1627.09,1
1488.42,2297.68,1532.22,1577.59,1
1485.43,2296.21,1712.76,1684.9,1
1492,2285.24,1888.27,1918.33,1
1502.59,2326.06,1548.35,1527.84,1
1489.87,2272.77,2085.24,2107.55,1
1465.92,2250.89,2639.17,2613.4,1
1487.02,2276.35,2062.72,1970.01,1
1472.97,2244.33,2334.29,2295.11,1
1475.2,2269.4,2403.27,2347.93,1
1458.76,2263.68,2561.19,2529.38,1
1476.62,2294.44,2055.51,2025.29,1
1484.62,2305.2,1897.18,1870.54,1
1465.93,2246.12,2634.08,2637.08,1
1487.89,2304.02,1890.04,1860.06,1
1479.98,2283.61,2260.87,2267.94,1
1467.19,2206.65,2880.13,2882.94,1
1475.74,2231.41,2296.11,2313.66,1
1479.56,2238.13,2558.18,2519.48,1
1472.24,2225.87,2808.97,2806.67,1
1478.25,2253.46,2539.84,2495.23,1
1490.17,2274.24,2311.62,2342.02,1
1456.82,2220.73,2958.4,2989.98,1
1487.4,2264.32,2302.33,2355.14,1
1501.63,2283.1,1986.08,2027.25,1
1479.65,2256.37,2534.81,2557.41,1
1519.82,2291.39,1984.13,2029.49,1
1504.88,2293.3,2127.29,2192.51,1
1475.6,2250.89,2640.28,2676.08,1
1490.56,2272.14,2473.68,2466.93,1
1509.44,2293.31,2198.13,2290.97,1
1472.86,2240.71,2773.72,2868.39,1
1474.96,2236.76,2791.06,2952.02,1
1480.87,2266.83,2473.98,2583.87,1
1456.64,2224.87,3032.9,3171.56,1
1483.58,2256.3,2560.98,2715.1,1
1465.08,2248,3078.78,3227,1
1484.68,2283.61,2385.54,2548.67,1
1501.36,2316.4,2096.08,2233.9,1
1474.5,2260.62,2622.71,2774.79,1
1497.18,2301.15,2095.84,2237.44,1
1500.71,2282.8,2327.8,2464.42,1
1480.02,2249.91,2933.31,3015.69,1
1497.35,2282.79,2442.62,2533.95,1
1489.62,2301.88,2397.3,2522.63,1
1469.37,2249.67,2964.61,3080.09,1
1466.97,2261.09,3005.74,3129.79,1
1478.52,2270.99,2673.84,2746.25,1
1458,2227.98,3211.12,3354.29,1
1471.2,2276.41,2667.04,2813.41,1
1477.26,2298.2,2092.21,2249.69,1
1463.26,2254.58,2730.13,2882.83,1
1477.6,2298.07,2313.78,2414.82,1
1488.63,2293.82,2168.28,2356.62,1
1484.41,2242.16,2551.71,2771.7,1
1479.75,2248.7,2527.4,2795.37,1
1491.93,2289.72,2207.17,2428.11,1
1479.68,2222.19,2813.47,3052.23,1
1474.05,2185.4,3060.91,3322.95,1
1490.45,2229.24,2528.58,2809.94,1
1473.08,2180.72,3080.2,3310.04,1
1470.44,2203.81,2862.87,3106.89,1
1485.96,2278.73,2345.18,2610.85,1
1482.05,2230.82,2548.87,2775.35,1
1475.86,2223.46,2614.58,2857.73,1
1486.7,2247.07,2366.93,2531.73,1
1487.46,2248.39,2486.78,2608.39,1
1481.66,2234.94,2796.32,2913.68,1
1496.43,2286.05,2251.17,2345.01,1
1487,2234.47,2639.86,2779.88,1
1475.78,2170.6,3122.53,3336.28,1
1489.99,2222.07,2681.37,2846.26,1
1484.58,2207.87,2839.89,3075.82,1
1468.72,2188.46,2938.95,3161.5,1
1478.86,2217.37,2590.53,2804.44,1
1485.49,2236.83,2608.61,2788.96,1
1477.05,2191.76,3027.81,3211.55,1
1495.65,2236.06,2443.67,2671.58,1
1506.71,2249.54,2126.06,2297.45,1
1492.22,2207.5,2597.16,2848.77,1
1505.59,2254.91,2141.79,2366.54,1
1498.74,2237.71,2334.4,2529.87,1
1494.27,2193.64,2823.36,3074.74,1
1500.62,2217.37,2469.5,2710.83,1
1507.94,2214.93,2449.81,2674.61,1
1490.84,2197.84,2886.43,3167.06,1
1492.61,2208.18,2942.82,3213.8,1
1510.5,2241.74,2626.58,2916.16,1
1488.01,2186.19,3136.14,3393.56,1
1508.92,2222.99,2662.92,2917.32,1
1545.32,2277.98,2197.44,2489.23,1
1523.57,2218.82,2728.33,2956.34,1
1530.63,2241.72,2446.41,2670.16,1
1536.41,2233.52,2240.02,2506.91,1
1533.22,2221.65,2531.14,2846.91,1
1522.24,2206.72,2612.09,2886.31,1
1537.39,2256.14,2265.03,2552.02,1
1509.02,2183.48,2832.78,3099.2,1
1507.29,2162.41,3121.7,3433.36,1
1524.9,2201.05,2500.95,2829.41,1
1506.69,2155.01,3140.76,3467.38,1
1513.72,2187.08,2840.06,3140.3,1
1541.24,2250.76,2163.63,2445.18,1
1538.29,2216.96,2521.03,2751.93,1
1532.43,2229.48,2492.03,2791.09,1
1537.19,2265.67,2160.23,2446.42,1
1536.9,2252.84,2316.7,2639.6,1
1515.47,2231.07,2782.19,3096.51,1
1483.13,2183.52,3482.07,3768.63,1
1509.46,2233.82,2832.99,3072.49,1
1501.67,2208.38,3161.84,3407.79,1
1489.94,2208.7,3187.39,3472.45,1
1501.77,2251.44,2599.22,2862.81,1
1500,2249.49,2624.08,2898.49,1
1486.16,2207.66,3207.64,3510.77,1
1505.84,2271.05,2474.21,2749.65,1
1519.61,2303.95,2233.62,2502.78,1
1514.76,2238.23,2793.9,3070.31,1
1512.35,2294.15,2359.3,2652.07,1
1512.82,2249.68,2658.93,2886.75,1
1516.1,2237.96,2825.52,3007.51,1
1515.89,2230.52,2718.41,2908.04,1
1520.02,2235.47,2691.13,2903.16,1
1515.31,2235.85,2820.18,3014.22,1
1515.46,2246.3,2914.3,3135.16,1
1518.46,2246.27,2855.64,3045.4,1
1518.57,2260.72,2790.47,3016.64,1
1523.83,2260.03,2801.64,3030.47,1
1526.61,2259.5,2772.32,3000.59,1
1523.12,2262.01,2861.8,3090.1,1
1526.54,2270.93,2786.74,3015.34,1
1523.42,2265.44,2717.92,2955.53,1
1524.68,2263.58,2629.16,2904.11,1
1515.51,2254.24,2692.08,2957.01,1
1511.59,2252.95,2716.44,2960.72,1
1508.61,2259.45,2638.16,2897.96,1
1511.41,2257.75,2588.2,2844.62,1
1516.89,2257.54,2516.47,2793.09,1
1515.88,2258.78,2615.14,2870.95,1
1522.52,2267.16,2606.11,2857.63,1
1522.6,2263.95,2634.85,2861.95,1
1526.23,2273.41,2547.61,2787.58,1
1526.25,2267.15,2562.45,2808.61,1
1524.95,2266.01,2639.34,2883.82,1
1525.01,2269.76,2729.59,2962,1
1522.76,2266.08,2738.67,2959.6,1
1523.6,2258.26,2642.2,2862.55,1
1524,2254.07,2702.4,2949.67,1
1512.03,2244.86,2716.21,2981.71,1
1511.53,2244.72,2784.71,3036.86,1
1514.59,2242.21,2725.43,2981.24,1
1522.73,2252.25,2682.49,2956.75,1
1524.12,2258,2585.63,2872.87,1
1523.35,2252.38,2636.36,2931.41,1
1518.44,2262.97,2695.38,2978.39,1
1527.86,2263.2,2587.71,2879.35,1
1532.41,2266.6,2518.6,2812.64,1
1536.16,2272.68,2494.81,2794.13,1
1534.19,2272.21,2565.94,2870.04,1
1533.6,2273.89,2562.5,2860.67,1
1531.81,2280.08,2621.2,2908.93,1
1528.54,2276.02,2532.56,2823.61,1
1523.22,2267.24,2524.73,2826.41,1
1518.29,2267.28,2622.76,2908.56,1
1521.35,2265.75,2713.63,3001.66,1
1521.71,2267.71,2696.74,2972.05,1
1524.31,2276.26,2626.4,2920.81,1
1523.95,2272.52,2670.49,2971.94,1
1525.35,2273.44,2578.31,2881.09,1
1521.4,2265.21,2563.94,2890.64,1
1516.88,2260.1,2503.03,2834.64,1
1509.63,2250.56,2597.71,2937.77,1
1514.18,2259.21,2593.46,2918.38,1
1518.8,2260.68,2510.99,2840.1,1
1517.29,2262.73,2435.96,2767.86,1
1518.34,2257.31,2428.95,2769.08,1
1520.29,2259.1,2516.78,2842.21,1
1517.73,2256.52,2469.38,2789.82,1
1519.22,2255.16,2459.56,2769.08,1
1515.99,2257.35,2372.48,2697.03,1
1517.88,2263.98,2428.63,2759.57,1
1516.54,2257.26,2471.88,2782.37,1
1530.52,2259.05,2547.39,2854.35,1
1530.78,2263.59,2505.96,2797.94,1
1534.13,2264.9,2444.64,2759.55,1
1529.02,2261.74,2530.86,2850.06,1
1528.76,2257.95,2597.63,2922.79,1
1528.71,2266.97,2656.08,2959.77,1
1519.87,2261.42,2563.8,2865.87,1
1518.64,2262.39,2576.38,2898.3,1
1516.48,2256.73,2519.22,2862.17,1
1511.53,2254.76,2595.64,2934.94,1
1516.69,2258.99,2610.93,2928.36,1
1516.16,2253.24,2503.23,2843.07,1
1521.24,2254.84,2392.91,2746.21,1
1527,2257.02,2398.59,2762.12,1
1535.84,2263.22,2493.61,2839.91,1
1534.94,2264.62,2426.88,2768.43,1
1544.17,2273.69,2434.72,2755.44,1
1550.08,2280.09,2349.7,2681.57,1
1542.99,2275.33,2394.01,2740.47,1
1541.94,2275.85,2460.48,2792.14,1
1530.79,2262.43,2561.27,2874.34,1
1524.06,2253.41,2498.75,2802.88,1
1533.34,2266.44,2440.08,2765.97,1
1528.09,2259.85,2536.93,2850.44,1
1528.2,2257.63,2571.77,2898.76,1
1534.04,2257.71,2631.97,2930.34,1
1525.74,2251.99,2567.25,2877.43,1
1524.27,2246.51,2661.67,2982.52,1
1531.13,2248.88,2656.42,2961.4,1
1533.51,2251.47,2572.81,2891.89,1
1527.87,2244.23,2492.85,2820.65,1
1526.65,2239.5,2484.41,2827.75,1
1515.1,2230.96,2587.95,2924.27,1
1527.36,2243.23,2543,2863.17,1
1531.49,2250.72,2540.56,2841.38,1
1531.19,2246.46,2442.3,2753.24,1
1522.33,2239.28,2508.97,2823.44,1
1527.09,2238.89,2557.36,2857.6,1
1527.98,2232.24,2643.43,2927.43,1
1528.47,2242.89,2593.66,2868.55,1
1533.85,2243.03,2535.94,2818.44,1
1527.19,2240.7,2618.77,2907.35,1
1524.68,2248.78,2680.78,2976.33,1
1520.51,2246.51,2747.85,3021.88,1
1527.49,2252.32,2662.58,2932.98,1
1526.36,2243.25,2662.74,2960.25,1
1532.52,2253.29,2608.91,2922.37,1
1523.2,2241.32,2692.01,3007.84,1
1526.98,2250.6,2696.94,2991.28,1
1527.97,2247.17,2606.65,2913.94,1
1521.95,2242.24,2501.92,2803.54,1
1532.11,2236.85,2499.15,2815.94,1
1536.72,2248.56,2592.69,2897.64,1
1536.04,2251.03,2525.57,2831.88,1
1535.2,2249.15,2533.63,2819.97,1
1537.81,2247.38,2451.4,2760.96,1
1535.32,2248.62,2501.75,2813.42,1
1523.92,2241.68,2572.67,2872.51,1
1524.11,2243.47,2674.19,2961.07,1
1518.72,2239.28,2616.9,2895.09,1
1524.48,2246.74,2559.79,2863.18,1
1518.17,2237.82,2645.06,2932.31,1
1518.16,2235.34,2679.59,2977.85,1
1523.69,2249.65,2740.06,3017.19,1
1530.26,2253.48,2654.65,2944.59,1
1524.81,2241.88,2642.69,2936.25,1
1529.07,2245.48,2578.91,2896.68,1
1526.61,2244.49,2679.33,2984.59,1
1529.65,2248.51,2676.71,2975.99,1
1528.75,2252.17,2592.67,2913.85,1
1527.59,2260.75,2520.5,2839.6,1
1523.29,2250.06,2502.57,2839.09,1
1515.54,2243.79,2590.25,2906.9,1
1517.31,2246.67,2545.07,2862.68,1
1507.31,2257.97,2553.69,2844.85,1
1512.87,2247.37,2449.58,2761.1,1
1509.81,2241.59,2504.13,2813.5,1
1500.81,2240.77,2557.64,2841.88,1
1503.93,2241.72,2646.81,2930.63,1
1508.65,2241.02,2609.54,2882.6,1
1500.91,2242.47,2535.34,2834.62,1
1501,2242.25,2625.62,2925.28,1
1498.14,2230.18,2687.16,2990.29,1
1491.36,2216.15,2742.46,3037.87,1
1494.76,2233.63,2644.99,2941.35,1
1491.45,2224.44,2663.56,2962.08,1
1491.64,2224,2611.43,2916.53,1
1474.77,2217.95,2670.43,2971.52,1
1477.27,2222.44,2686.1,2980.08,1
1476.99,2208.17,2589.5,2884.54,1
1486.23,2219.42,2483.3,2779.05,1
1488.95,2213.86,2490.91,2811.71,1
1484.84,2213.46,2571.13,2878.28,1
1497.21,2224.18,2528.69,2833.96,1
1504.69,2228.27,2533.98,2834.83,1
1503.84,2225.08,2455.57,2774.37,1
1497.98,2221.21,2489.47,2821.5,1
1505.81,2229.09,2566.73,2872.62,1
1501.02,2223.23,2671.53,2954.21,1
1503.04,2227.87,2619.46,2888.47,1
1505.24,2222.41,2561.61,2845.9,1
1503.89,2223.69,2650.57,2918.92,1
1495.93,2216.55,2690.9,2965.64,1
1494.18,2219.04,2749.23,3003.18,1
1484.81,2215.14,2669.92,2937.34,1
1488.56,2216.44,2657.66,2941.31,1
1491.56,2211.28,2590.93,2885.88,1
1488.54,2208.82,2689.17,2985.1,1
1491.79,2211.22,2683.45,2971.37,1
1494.06,2212.48,2601.54,2897.09,1
1502.23,2216.85,2531.61,2817.72,1
1494.15,2207.87,2513.17,2812.13,1
1495.4,2211.23,2603.46,2890.03,1
1496.62,2209.08,2573.32,2852.68,1
1494.59,2206.97,2584.15,2845.16,1
1495.81,2205.87,2486.52,2751.04,1
1492.47,2205.11,2535.61,2818.29,1
1493.9,2204.73,2588.06,2846.75,1
1488.84,2198.21,2577.2,2848.16,1
1490.91,2198.99,2653.64,2916.89,1
1491.21,2205.01,2736.95,3001.23,1
1498.22,2206.81,2761.06,3008.08,1
1494.34,2214.66,2654.69,2903.77,1
1501.71,2211.85,2703.23,2969.26,1
1496.13,2211.8,2708.66,2996.25,1
1500.17,2212.84,2795.24,3062.05,1
1500.55,2219.64,2749.66,3008.83,1
1496.51,2206.98,2694.64,2974.86,1
1492.4,2201.42,2599.74,2891.38,1
1495.23,2195.48,2645.23,2935.99,1
1489.34,2197.44,2709.62,2998.21,1
1493.86,2200.15,2619.54,2908.5,1
1499.15,2206.92,2564.62,2833.59,1
1498.57,2207.64,2519.32,2796.06,1
1500.47,2209.07,2595.14,2870.38,1
1490.99,2206.93,2606.33,2858.15,1
1486.84,2208.05,2676.01,2915.76,1
1484.66,2205.56,2592.29,2831.84,1
1483.22,2200.96,2569.67,2836.11,1
1480.92,2208.67,2677.21,2929.81,1
1487.09,2213.22,2770.16,3040.7,1
1491.21,2224.07,2767.45,3034.31,1
1488.2,2225.56,2696.86,2966.35,1
1486.7,2215.29,2725.45,3006.83,1
1481.23,2203.68,2721.07,3015.59,1
1486.1,2209.41,2810.11,3086.78,1
1482.1,2204.89,2763.09,3023.61,1
1479.81,2209.07,2723.59,2997.27,1
1482.08,2207.24,2642.29,2903.16,1
1479.49,2208.93,2676.13,2958.22,1
1478.43,2210.42,2751.99,3015.63,1
1481.9,2208.93,2653.75,2914.67,1
1489.6,2214.28,2595.02,2843.66,1
1486.93,2213.1,2549.36,2819.01,1
1476.66,2209.65,2620.42,2893.17,1
1480.17,2209.95,2628.24,2893.39,1
1482.9,2217.65,2702.9,2953.06,1
1491.03,2218.76,2613.19,2864.77,1
1485.03,2214.68,2593.55,2855.13,1
1483.21,2214.21,2708.25,2955.9,1
1479.52,2205.28,2804.62,3055.9,1
1478.32,2205.86,2806.4,3044.8,1
1477.5,2202.52,2736.27,2971.15,1
1477.53,2199.48,2769.52,3016.89,1
1476.64,2195.31,2735.08,2999.5,1
1478.97,2198.28,2842.7,3100.98,1
1477.55,2199.58,2798.56,3039.84,1
1477.54,2199.89,2724.22,2987.5,1
1483.26,2197.48,2628.98,2906.59,1
1475.34,2191.51,2682.14,2962.4,1
1479,2197.57,2725.88,3005.02,1
1477.85,2191.78,2647.31,2915.26,1
1481.64,2203.14,2628.03,2893.69,1
1475.61,2193.43,2545.68,2832.1,1
1473.74,2196.96,2648.29,2921.38,1
1477.13,2195.35,2671.46,2939.08,1
1484.43,2198.54,2724.44,2976.83,1
1488.09,2195.59,2646.02,2893.44,1
1482.23,2192.95,2636.82,2896.51,1
1487.12,2189.51,2709.51,2963.51,1
1492.49,2196.47,2794.41,3053.15,1
1497.06,2204.39,2822.2,3066.82,1
1496.26,2203.3,2709.91,2960.19,1
1496.88,2197.33,2750.93,3023.93,1
1502.38,2202.1,2748.72,3034.76,1
1505.99,2197.76,2827.01,3106.96,1
1499.36,2188.91,2794.17,3071.15,1
1490.94,2188.84,2746.09,3022.92,1
1484.56,2185.9,2662.27,2943.7,1
1474.53,2164.84,2692.48,2973.2,1
1483.15,2180.7,2776.97,3051.94,1
1492.12,2189.54,2687.97,2959.01,1
1505.33,2193.82,2637.64,2901.98,1
1508.81,2201.8,2576.35,2852.01,1
1495.97,2193.84,2633.4,2907.85,1
1495.77,2192.43,2650.82,2907.2,1
1502.9,2199.88,2729.68,2970.7,1
1511.65,2214.53,2646.11,2883.75,1
1508.84,2205.07,2624.54,2882.52,1
1506.6,2207.98,2732.44,2982.12,1
1496.13,2199.44,2819.74,3067.89,1
1487.34,2193.29,2825.43,3066.46,1
1493.2,2191.18,2754.02,2991.27,1
1483.92,2179.54,2784.94,3030.73,1
1474.85,2167.46,2740.97,3012.42,1
1469.31,2164.01,2843.86,3086.76,1
1483.95,2177.01,2802.37,3042.59,1
1473.31,2171.2,2730.65,2988.46,1
1474.91,2172.85,2630.41,2899.39,1
1480.38,2173.83,2671.53,2946.48,1
1477.65,2181.01,2736.52,3012.06,1
1472.34,2178.78,2647.15,2911.12,1
1477.27,2184.81,2607.17,2859.9,1
1473.28,2177.98,2549.8,2814.3,1
1465.84,2174.13,2635.53,2900.78,1
1464.69,2172.12,2640.7,2878.81,1
1463.67,2173.87,2709.59,2928.74,1
1467.16,2179.06,2627.42,2850.93,1
1465.08,2177.3,2604.31,2839.26,1
1461.22,2177.89,2689.35,2914.99,1
1461.29,2175.74,2763.62,2993.45,1
1454.74,2170.72,2777.53,2991.45,1
1461.2,2174.69,2684.52,2909.11,1
1457.48,2165.67,2713.8,2950.79,1
1459.28,2162.42,2693.39,2951.81,1
1451.37,2163.03,2790,3038.03,1
1456.3,2166.92,2758.1,2995.07,1
1455.28,2163.71,2687.73,2940.21,1
1450.25,2158.36,2611.22,2873.92,1
1450.54,2158.6,2648.61,2918.06,1
1451.27,2163.3,2718.31,2969.36,1
1449.16,2161.56,2626.42,2874.71,1
1448.51,2162.04,2594.02,2840.6,1
1451.09,2158.79,2521.73,2784.87,1
1450.63,2161.19,2609.52,2864.28,1
1449.67,2161.56,2617.8,2866.31,1
1454.9,2170.22,2693.89,2923.3,1
1462.2,2179.8,2630.29,2857.34,1
1460.49,2179.26,2609.61,2856.83,1
1456.14,2177.73,2715.13,2954.38,1
1450.71,2170.19,2773.83,3011.87,1
1451.85,2169.47,2811.31,3042.06,1
1451.08,2162.77,2718.27,2950.55,1
1443.1,2159.84,2752.61,2994.59,1
1444.68,2162.14,2722.93,2964.4,1
1450.6,2169.4,2651.78,2908.68,1
1454.77,2175.6,2561.2,2826.71,1
1463.85,2174.7,2582.34,2861.01,1
1469.05,2188.49,2673.35,2944.61,1
1475.76,2192.69,2606.9,2878.29,1
1463.13,2183.69,2690.82,2958.35,1
1461.37,2182.06,2658.11,2910.17,1
1466.08,2183.02,2688.65,2926.18,1
1470.89,2181.84,2590.93,2836.1,1
1464.22,2177.5,2619.12,2877.14,1
1467.13,2175.33,2681.42,2924.06,1
1470.12,2183.81,2801.61,3034.43,1
1475.97,2189.24,2761.98,2987.58,1
1478.56,2185.27,2686.49,2924.76,1
1476.1,2183.03,2762.87,3010.92,1
1472.65,2184.5,2810.59,3071.59,1
1475.74,2194,2896.03,3140.7,1
1480.63,2198.56,2829.94,3070.45,1
1469.83,2193.81,2812.83,3067.11,1
1468.3,2193.87,2724.04,2993.64,1
1464.22,2188.11,2825.78,3093.9,1
1464.15,2189.11,2835.98,3083.65,1
1464.13,2188.09,2742.13,2998.54,1
1476.01,2197.29,2653.46,2900.81,1
1469.3,2188.38,2626.57,2904.92,1
1471.28,2195.29,2722.97,2994.66,1
1472.28,2196.19,2689.49,2949.55,1
1474.57,2201.64,2726.82,2972.85,1
1478.25,2198.9,2616.69,2881.34,1
1473.23,2200.13,2678.51,2950.47,1
1466.17,2192.26,2748.85,3000.33,1
1464.69,2193.16,2834.42,3078.26,1
1469.81,2195.78,2791.84,3001.15,1
1469.79,2198.81,2737.11,2971.17,1
